0.991666973,,,,
0.995486021,,,,
0.998264015,,,,
0.998610973,,,,
0.999512017,,,,
1,,,,
0.998264015,,,,
0.99583298,,,,
0.993749976,,,,
0.991319001,,,,
0.989235997,,,,
0.985068977,,,,
0.980556011,,,,
0.976388991,,,,
0.970139027,,,,
0.96458298,,,,
0.958333015,,,,
0.951389015,,,,
0.944444001,,,,
0.937152982,,,,
0.927778006,,,,
0.919444025,,,,
0.910763979,,,,
0.901389003,,,,
0.892014027,,,,
0.881944001,,,,
0.872569025,,,,
0.863193989,,,,
0.851388991,,,,
0.839931011,,,,
0.827431023,,,,
0.814235985,,,,
0.800693989,,,,
0.786458015,,,,
0.772221982,,,,
0.759028018,,,,
0.746181011,,,,
0.733681023,,,,
0.722221971,,,,
0.711805999,,,,
0.702082992,,,,
0.69166702,,,,
0.680208027,,,,
0.670139015,,,,
0.659375012,,,,
0.648611009,,,,
0.637847006,,,,
0.627083004,,,,
0.617361009,,,,
0.607291996,,,,
0.597221971,,,,
0.586805999,0.00520699,,,
0.576389015,0.0058358,,,
0.565971971,0.00687912,,,
0.555208027,0.0080653,,,
0.544097006,0.00965276,,,
0.532985985,0.0114132,,,
0.522916973,0.0145363,,,
0.511806011,0.017963599,,,
0.501389027,0.022873299,,,
0.491319001,0.0284948,,,
0.480903,0.035114702,,,
0.470833004,0.043627001,,,
0.461111009,0.0543327,,,
0.451736003,0.068257503,,,
0.442360997,0.085656099,,,
0.433333009,0.106820002,,,
0.424306005,0.137593001,,,
0.415277988,0.176113993,,,
0.406596988,0.222433999,0.00362851,,
0.397569001,0.279271007,0.00475189,,
0.389582992,0.349337995,0.00549153,,
0.380207986,0.429661006,0.00693865,,
0.371874988,0.517262995,0.00834181,,
0.362847,0.608346999,0.0101159,,
0.354167014,0.699518025,0.0122147,,
0.345910996,0.791311979,0.0149803,,
0.338095009,0.873165011,0.018368701,,
0.33087799,0.933422983,0.0231613,,
0.323356986,0.975916028,0.028390201,,
0.315582007,1,0.0346804,,
0.30834499,0.996353984,0.042913899,,
0.300687999,0.979351997,0.055026799,,
0.29350999,0.945088029,0.0683778,,
0.286060005,0.894590974,0.0867057,,
0.278995007,0.842106998,0.108617999,,
0.271548003,0.781475008,0.138043001,,
0.265237987,0.724524975,0.172705993,,
0.258664995,0.671734989,0.213819996,,
0.252757013,0.624539971,0.26473999,,
0.246815994,0.585765004,0.323846012,,
0.241393998,0.548972011,0.391259015,,
0.235678002,0.516424,0.466356993,,
0.229754001,0.487848997,0.551407993,,
0.223807007,0.462143004,0.634768009,,
0.218078002,0.439406008,0.720395982,0.058793101,
0.211989999,0.419229001,0.797556996,0.060108401,
0.206404999,0.401627988,0.867938995,0.063983999,
0.200494006,0.384952009,0.924694002,0.07141,
0.194464996,0.369677007,0.964178026,0.078055799,
0.189436004,0.355058998,0.993239999,0.0872453,
0.184751004,0.342312992,0.99911201,0.097227901,
0.180209994,0.331441998,0.993001997,0.107702002,
0.175649002,0.321141005,0.970717013,0.119254999,
0.171256006,0.311724991,0.938202024,0.133449003,
0.166832998,0.303723007,0.902736008,0.147055,
0.162324995,0.296490997,0.853519022,0.162663996,
0.157781005,0.290342003,0.805226028,0.179598004,
0.153767005,0.284512013,0.764877975,0.199948996,
0.149572,0.276576996,0.723137021,0.219651997,
0.145513996,0.268505991,0.676941991,0.245325997,
0.141686007,0.261058003,0.63609302,0.271456987,
0.137879997,0.252297014,0.60028398,0.30003801,
0.134140998,0.243895993,0.567996979,0.330060005,
0.130648002,0.236003995,0.536583006,0.360742003,
0.127063006,0.226722002,0.513146996,0.394632012,
0.123961002,0.217987001,0.484081,0.432161003,
0.120325997,0.208451003,0.464421988,0.474094987,
0.117036998,0.199768007,0.441293001,0.517531991,
0.113815002,0.190035,0.423911989,0.560795009,
0.110491998,0.180819005,0.404947013,0.59849298,
0.107637003,0.173020005,0.387037992,0.639900029,
0.105168998,0.16494,0.374576986,0.685881019,
0.102302998,0.156676993,0.36284399,0.724376023,
0.099705502,0.148663998,0.352991015,0.761180997,
0.096957803,0.141120002,0.343912005,0.798673987,
0.094252497,0.133700997,0.333005995,0.833643973,
0.091426998,0.126700997,0.322912991,0.867942989,
0.088790298,0.120246001,0.313766986,0.897463024,
0.086341098,0.114683002,0.307597995,0.92305702,
0.084071599,0.109121002,0.297331989,0.945226014,
0.0814071,0.103572004,0.288217992,0.966422975,
0.079206698,0.0987093,0.279733986,0.978510976,
0.077295303,0.093373097,0.272150993,0.991119027,
0.075343102,0.088878803,0.262454003,0.995220006,
0.074008599,0.084507696,0.253214002,1,
0.072288297,0.080835998,0.244503006,0.995728016,
0.070783198,0.076497801,0.234252006,0.992937982,
0.069091402,0.073297597,0.224270999,0.985903025,
0.067389898,0.069520697,0.214664996,0.972625017,
0.066036597,0.066350996,0.205831006,0.96292901,
0.064428903,0.063703001,0.196031004,0.947161973,
0.063163199,0.060755599,0.188752994,0.923911989,
0.061898001,0.057920199,0.180108994,0.902280986,
0.060216699,0.055111598,0.171301007,0.877668977,
0.0586804,0.053218,0.163241997,0.85352999,
0.0574806,0.051109299,0.156029001,0.828962028,
0.055979501,0.049360901,0.147646993,0.803635001,
0.054746501,0.046913099,0.141856998,0.776715994,
0.053599998,0.0450399,0.135153994,0.750301003,
0.052278802,0.043189999,0.127611995,0.723967016,
0.051335,0.041639499,0.12286,0.696045995,
0.0501054,0.039315701,0.115529001,0.668115973,
0.049056601,0.038062099,0.110133998,0.642808974,
0.047849901,0.036704998,0.105365999,0.620369971,
0.046846598,0.0352888,0.099535801,0.594033003,
0.045684502,0.0339518,0.0949146,0.566774011,
0.044692699,0.032595102,0.090709403,0.546459973,
0.043435398,0.0312315,0.084465399,0.519071996,
0.042225402,0.0301148,0.080387697,0.498171985,
0.041379899,0.028659301,0.077223398,0.476846009,
0.040333498,0.027429,0.074027903,0.458958,
0.0393667,0.026243201,0.068901896,0.443628013,
0.038565099,0.0251927,0.066996001,0.430307001,
0.0379919,0.0243051,0.063017003,0.414517999,
0.037348099,0.0234206,0.059618998,0.402718008,
0.036451701,0.0220776,0.0560784,0.388060004,
0.035258099,0.0208191,0.053976301,0.37647599,
0.034402601,0.020303899,0.052731801,0.367437989,
0.033778299,0.0195399,0.050273798,0.353744,
0.0329725,0.019212799,0.048872799,0.34693101,0.00544783
0.032476701,0.0183079,0.046983,0.338303,0.00607855
0.031827401,0.0177445,0.0459603,0.328485996,0.0072626
0.030952601,0.017149899,0.043894701,0.321500987,0.00849824
0.030328499,0.016594101,0.042699501,0.314096987,0.00954865
0.0295696,0.016003,0.040937301,0.308959007,0.0102227
0.028847201,0.0154889,0.039555501,0.301690996,0.0117937
0.0283211,0.0152093,0.036976501,0.29756701,0.013687
0.0278129,0.0143545,0.035853099,0.290800989,0.0155569
0.0273092,0.0137956,0.035225999,0.286271989,0.017854599
0.026492801,0.0135231,0.034130499,0.281170994,0.0205686
0.0257449,0.0130271,0.032873102,0.27829501,0.0249824
0.0254684,0.0123847,0.031671401,0.272145003,0.0282532
0.024971601,0.0119388,0.030135401,0.266488999,0.0322919
0.024579599,0.0113446,0.0296112,0.261027008,0.0371923
0.0242767,0.0109401,0.0284031,0.256716013,0.042983599
0.023905501,0.0107852,0.027331199,0.248930007,0.050222699
0.023405701,0.0100918,0.0266612,0.247265995,0.0576084
0.023026099,0.00955324,0.025326701,0.243369997,0.066119596
0.022691499,0.00936625,0.024129299,0.237823993,0.074912101
0.022321999,0.0091022,,0.233970001,0.090445504
0.022066301,0.00854122,,0.226932004,0.105686001
0.0218782,0.00817324,,0.221525997,0.122157
,0.00790118,,0.216831997,0.139390007
,0.00771739,,0.212844998,0.160903007
,0.00750873,,0.209290996,0.183705002
,0.00699268,,0.201769993,0.206624001
,0.00676034,,0.195886999,0.232884005
,0.00649429,,0.190695003,0.261664987
,0.00612472,,0.184065998,0.290152013
,0.00596581,,0.179854006,0.322273999
,0.0057423,,0.172753006,0.357796013
,0.0054281,,0.169310004,0.392614007
,0.00550635,,0.161293,0.428195
,0.00518091,,0.156350002,0.466646999
,0.00510386,,0.151749,0.504864991
,0.00461751,,0.144779995,0.545252025
,0.0046777,,0.140818998,0.585521996
,0.00435427,,0.136840999,0.630715013
,0.00439119,,0.130674005,0.667644024
,0.0043326,,0.125640005,0.705744028
,0.00407017,,0.119262002,0.74267298
,0.00404128,,0.112603001,0.781359971
,0.00384666,,0.107784003,0.821805
,0.00373992,,0.103658997,0.856388986
,0.00363639,,0.100865997,0.883352995
,0.00358944,,0.094991997,0.909730017
,0.00333663,,0.091659702,0.940210998
,0.0034514,,0.088430002,0.957795978
,0.00329369,,0.085062303,0.969519019
,0.0031396,,0.083910704,0.985931993
,0.00307981,,0.079236701,0.992380023
,,,0.077953897,1
,,,0.0757671,0.988862991
,,,0.0733229,0.981828988
,,,0.071963198,0.975381017
,,,0.0700185,0.963072002
,,,0.066110499,0.939625025
,,,0.065264598,0.921454012
,,,0.062723801,0.893903971
,,,0.060348399,0.868699014
,,,0.059751499,0.85521698
,,,0.058705602,0.827666998
,,,0.055899199,0.798358977
,,,0.054005198,0.771395028
,,,0.0514539,0.745018005
,,,0.051267501,0.712191999
,,,0.048994701,0.687573016
,,,0.047558699,0.657092988
,,,0.045297898,0.626025975
,,,0.045823801,0.597303987
,,,0.043647598,0.571277976
,,,0.042819001,0.545135021
,,,0.0418524,0.520632982
,,,0.039915301,0.495368987
,,,0.038783401,0.469812006
,,,0.038775899,0.44976601
,,,0.038498901,0.430714995
,,,0.037312701,0.413657993
,,,0.035285801,0.392556012
,,,0.0355892,0.376964003
